"OBJECTID","ID_0","ISO","NAME_0","ID_1","NAME_1","ID_2","NAME_2","ID_3","NAME_3","TYPE_3","ENGTYPE_3","NL_NAME_3","VARNAME_3"
35,8,"AGO","Angola",2,"Benguela",9,"Bocoio",35,"Monte Belo","Commune","Commune",NA,NA
36,8,"AGO","Angola",2,"Benguela",9,"Bocoio",36,"Passe","Commune","Commune",NA,NA
37,8,"AGO","Angola",2,"Benguela",10,"Caiambambo",37,"Cayavi","Commune","Commune",NA,NA
38,8,"AGO","Angola",2,"Benguela",10,"Caiambambo",38,"Kaimbambo","Commune","Commune",NA,NA
39,8,"AGO","Angola",2,"Benguela",10,"Caiambambo",39,"Kanhamela","Commune","Commune",NA,NA
40,8,"AGO","Angola",2,"Benguela",10,"Caiambambo",40,"Katengue","Commune","Commune",NA,NA
41,8,"AGO","Angola",2,"Benguela",10,"Caiambambo",41,"Wyiagombe","Commune","Commune",NA,NA
42,8,"AGO","Angola",2,"Benguela",11,"Chongoroi",42,"Bolonguela","Commune","Commune",NA,NA
43,8,"AGO","Angola",2,"Benguela",11,"Chongoroi",43,"Chongoroi","Commune","Commune",NA,NA
44,8,"AGO","Angola",2,"Benguela",12,"Cubal",44,"Cubal","Commune","Commune",NA,NA
45,8,"AGO","Angola",2,"Benguela",12,"Cubal",45,"Kapupa","Commune","Commune",NA,NA
46,8,"AGO","Angola",2,"Benguela",12,"Cubal",46,"Lambala","Commune","Commune",NA,NA
47,8,"AGO","Angola",2,"Benguela",12,"Cubal",47,"Quendo","Commune","Commune",NA,NA
48,8,"AGO","Angola",2,"Benguela",13,"Ganda",48,"Babaera","Commune","Commune",NA,NA
49,8,"AGO","Angola",2,"Benguela",13,"Ganda",49,"Chikuma","Commune","Commune",NA,NA
50,8,"AGO","Angola",2,"Benguela",13,"Ganda",50,"Ebanga","Commune","Commune",NA,NA
51,8,"AGO","Angola",2,"Benguela",13,"Ganda",51,"Ganda","Commune","Commune",NA,NA
52,8,"AGO","Angola",2,"Benguela",13,"Ganda",52,"Kaseke","Commune","Commune",NA,NA
53,8,"AGO","Angola",2,"Benguela",14,"Lobito",53,"Biopio","Commune","Commune",NA,NA
54,8,"AGO","Angola",2,"Benguela",14,"Lobito",54,"Egito-Praia","Commune","Commune",NA,NA
55,8,"AGO","Angola",2,"Benguela",14,"Lobito",55,"Kanjala","Commune","Commune",NA,NA
56,8,"AGO","Angola",2,"Benguela",14,"Lobito",56,"Katumbela","Commune","Commune",NA,NA
57,8,"AGO","Angola",2,"Benguela",14,"Lobito",57,"Lobito","Commune","Commune",NA,NA
58,8,"AGO","Angola",3,"Bié",15,"Andulo",58,"Andulo","Commune","Commune",NA,NA
59,8,"AGO","Angola",3,"Bié",15,"Andulo",59,"Chivaulo","Commune","Commune",NA,NA
60,8,"AGO","Angola",3,"Bié",15,"Andulo",60,"Kalucinga","Commune","Commune",NA,NA
61,8,"AGO","Angola",3,"Bié",15,"Andulo",61,"Kassumbe","Commune","Commune",NA,NA
62,8,"AGO","Angola",3,"Bié",16,"Camacupa",62,"Kamakupa","Commune","Commune",NA,NA
63,8,"AGO","Angola",3,"Bié",16,"Camacupa",63,"Kwanza","Commune","Commune",NA,NA
64,8,"AGO","Angola",3,"Bié",16,"Camacupa",64,"Ringoma","Commune","Commune",NA,NA
65,8,"AGO","Angola",3,"Bié",16,"Camacupa",65,"ST. Antonio da Muinha","Commune","Commune",NA,NA
66,8,"AGO","Angola",3,"Bié",16,"Camacupa",66,"Umpulo","Commune","Commune",NA,NA
67,8,"AGO","Angola",3,"Bié",17,"Catabola",67,"Chipeta","Commune","Commune",NA,NA
68,8,"AGO","Angola",3,"Bié",17,"Catabola",68,"Chiuca","Commune","Commune",NA,NA
69,8,"AGO","Angola",3,"Bié",17,"Catabola",69,"Kaiuera","Commune","Commune",NA,NA
70,8,"AGO","Angola",3,"Bié",17,"Catabola",70,"Katabola","Commune","Commune",NA,NA
71,8,"AGO","Angola",3,"Bié",18,"Chinguar",71,"Chinguar","Commune","Commune",NA,NA
72,8,"AGO","Angola",3,"Bié",18,"Chinguar",72,"Kangote","Commune","Commune",NA,NA
73,8,"AGO","Angola",3,"Bié",18,"Chinguar",73,"Kutato","Commune","Commune",NA,NA
74,8,"AGO","Angola",3,"Bié",19,"Chitembo",74,"Cachingues","Commune","Commune",NA,NA
75,8,"AGO","Angola",3,"Bié",19,"Chitembo",75,"Chitembo","Commune","Commune",NA,NA
76,8,"AGO","Angola",3,"Bié",19,"Chitembo",76,"Malengue","Commune","Commune",NA,NA
77,8,"AGO","Angola",3,"Bié",19,"Chitembo",77,"Mumbue","Commune","Commune",NA,NA
78,8,"AGO","Angola",3,"Bié",19,"Chitembo",78,"Mutumbo","Commune","Commune",NA,NA
79,8,"AGO","Angola",3,"Bié",19,"Chitembo",79,"Soma Kwanza","Commune","Commune",NA,NA
80,8,"AGO","Angola",3,"Bié",20,"Cuemba",80,"Kuemba","Commune","Commune",NA,NA
81,8,"AGO","Angola",3,"Bié",20,"Cuemba",81,"Luando","Commune","Commune",NA,NA
82,8,"AGO","Angola",3,"Bié",20,"Cuemba",82,"Munhango","Commune","Commune",NA,NA
83,8,"AGO","Angola",3,"Bié",20,"Cuemba",83,"Sachinemuna","Commune","Commune",NA,NA
84,8,"AGO","Angola",3,"Bié",21,"Cunhinga",84,"Kunhinga","Commune","Commune",NA,NA
85,8,"AGO","Angola",3,"Bié",22,"Kuito",85,"Cambandua","Commune","Commune",NA,NA
86,8,"AGO","Angola",3,"Bié",22,"Kuito",86,"Chicala","Commune","Commune",NA,NA
87,8,"AGO","Angola",3,"Bié",22,"Kuito",87,"Kuito","Commune","Commune",NA,NA
88,8,"AGO","Angola",3,"Bié",22,"Kuito",88,"Trumba","Commune","Commune",NA,NA
89,8,"AGO","Angola",3,"Bié",23,"Nharea",89,"Dando","Commune","Commune",NA,NA
90,8,"AGO","Angola",3,"Bié",23,"Nharea",90,"Gamba","Commune","Commune",NA,NA
91,8,"AGO","Angola",3,"Bié",23,"Nharea",91,"Kaiei","Commune","Commune",NA,NA
92,8,"AGO","Angola",3,"Bié",23,"Nharea",92,"Lubia","Commune","Commune",NA,NA
93,8,"AGO","Angola",3,"Bié",23,"Nharea",93,"Nharea","Commune","Commune",NA,NA
94,8,"AGO","Angola",4,"Cabinda",24,"Belize",94,"Belize","Commune","Commune",NA,NA
95,8,"AGO","Angola",4,"Cabinda",24,"Belize",95,"Luali","Commune","Commune",NA,NA
96,8,"AGO","Angola",4,"Cabinda",24,"Belize",96,"Mikonje","Commune","Commune",NA,NA
97,8,"AGO","Angola",4,"Cabinda",25,"Buco Zau",97,"Buco Zau","Commune","Commune",NA,NA
98,8,"AGO","Angola",4,"Cabinda",25,"Buco Zau",98,"Nekuto","Commune","Commune",NA,NA
99,8,"AGO","Angola",4,"Cabinda",25,"Buco Zau",99,"Nhuca","Commune","Commune",NA,NA
100,8,"AGO","Angola",4,"Cabinda",26,"Cabinda",100,"Cabinda","Commune","Commune",NA,NA
101,8,"AGO","Angola",4,"Cabinda",26,"Cabinda",101,"Malembo","Commune","Commune",NA,NA
102,8,"AGO","Angola",4,"Cabinda",26,"Cabinda",102,"Tando Zinze","Commune","Commune",NA,NA
103,8,"AGO","Angola",4,"Cabinda",27,"Landana",103,"Dinge","Commune","Commune",NA,NA
104,8,"AGO","Angola",4,"Cabinda",27,"Landana",104,"Kakongo","Commune","Commune",NA,NA
105,8,"AGO","Angola",4,"Cabinda",27,"Landana",105,"Massabi","Commune","Commune",NA,NA
106,8,"AGO","Angola",5,"Cuando Cubango",28,"Calai",106,"kalai","Commune","Commune",NA,NA
107,8,"AGO","Angola",5,"Cuando Cubango",28,"Calai",107,"Maue","Commune","Commune",NA,NA
108,8,"AGO","Angola",5,"Cuando Cubango",29,"Cuangar",108,"Bondo","Commune","Commune",NA,NA
109,8,"AGO","Angola",5,"Cuando Cubango",29,"Cuangar",109,"Cuangar","Commune","Commune",NA,NA
110,8,"AGO","Angola",5,"Cuando Cubango",29,"Cuangar",110,"Savate","Commune","Commune",NA,NA
111,8,"AGO","Angola",5,"Cuando Cubango",30,"Cuchi",111,"Chinguanja","Commune","Commune",NA,NA
112,8,"AGO","Angola",5,"Cuando Cubango",30,"Cuchi",112,"Kuchi","Commune","Commune",NA,NA
113,8,"AGO","Angola",5,"Cuando Cubango",30,"Cuchi",113,"Kutato","Commune","Commune",NA,NA
114,8,"AGO","Angola",5,"Cuando Cubango",31,"Cuito Cuanavale",114,"Baixo Longa","Commune","Commune",NA,NA
115,8,"AGO","Angola",5,"Cuando Cubango",31,"Cuito Cuanavale",115,"Kuito Kuanavale","Commune","Commune",NA,NA
116,8,"AGO","Angola",5,"Cuando Cubango",31,"Cuito Cuanavale",116,"Longa","Commune","Commune",NA,NA
117,8,"AGO","Angola",5,"Cuando Cubango",31,"Cuito Cuanavale",117,"Lupire","Commune","Commune",NA,NA
118,8,"AGO","Angola",5,"Cuando Cubango",32,"Dirico",118,"Dirico","Commune","Commune",NA,NA
119,8,"AGO","Angola",5,"Cuando Cubango",32,"Dirico",119,"Mucusso","Commune","Commune",NA,NA
120,8,"AGO","Angola",5,"Cuando Cubango",32,"Dirico",120,"Xa-mavera","Commune","Commune",NA,NA
121,8,"AGO","Angola",5,"Cuando Cubango",33,"Mavinga",121,"Kunjamba","Commune","Commune",NA,NA
122,8,"AGO","Angola",5,"Cuando Cubango",33,"Mavinga",122,"Kutuile","Commune","Commune",NA,NA
123,8,"AGO","Angola",5,"Cuando Cubango",33,"Mavinga",123,"Luengue","Commune","Commune",NA,NA
124,8,"AGO","Angola",5,"Cuando Cubango",33,"Mavinga",124,"Mavinga","Commune","Commune",NA,NA
125,8,"AGO","Angola",5,"Cuando Cubango",34,"Menongue",125,"Kaiundo","Commune","Commune",NA,NA
126,8,"AGO","Angola",5,"Cuando Cubango",34,"Menongue",126,"Kueio","Commune","Commune",NA,NA
127,8,"AGO","Angola",5,"Cuando Cubango",34,"Menongue",127,"Menongue","Commune","Commune",NA,NA
128,8,"AGO","Angola",5,"Cuando Cubango",35,"Nancova",128,"Nancova","Commune","Commune",NA,NA
129,8,"AGO","Angola",5,"Cuando Cubango",35,"Nancova",129,"Rito","Commune","Commune",NA,NA
130,8,"AGO","Angola",5,"Cuando Cubango",36,"Rivungo",130,"Luiana","Commune","Commune",NA,NA
131,8,"AGO","Angola",5,"Cuando Cubango",36,"Rivungo",131,"Neriquinha","Commune","Commune",NA,NA
132,8,"AGO","Angola",5,"Cuando Cubango",36,"Rivungo",132,"Rivungo","Commune","Commune",NA,NA
133,8,"AGO","Angola",6,"Cuanza Norte",37,"Ambaca",133,"Bindo","Commune","Commune",NA,NA
134,8,"AGO","Angola",6,"Cuanza Norte",37,"Ambaca",134,"Kamabatela","Commune","Commune",NA,NA
135,8,"AGO","Angola",6,"Cuanza Norte",37,"Ambaca",135,"Luinga","Commune","Commune",NA,NA
136,8,"AGO","Angola",6,"Cuanza Norte",37,"Ambaca",136,"Maua","Commune","Commune",NA,NA
137,8,"AGO","Angola",6,"Cuanza Norte",37,"Ambaca",137,"Tango","Commune","Commune",NA,NA
138,8,"AGO","Angola",6,"Cuanza Norte",38,"Banga",138,"Aldeia Nova","Commune","Commune",NA,NA
139,8,"AGO","Angola",6,"Cuanza Norte",38,"Banga",139,"Banga","Commune","Commune",NA,NA
140,8,"AGO","Angola",6,"Cuanza Norte",38,"Banga",140,"Kaculo Kabassa","Commune","Commune",NA,NA
141,8,"AGO","Angola",6,"Cuanza Norte",38,"Banga",141,"Kariamba","Commune","Commune",NA,NA
142,8,"AGO","Angola",6,"Cuanza Norte",39,"Bolongongo",142,"Bolongongo","Commune","Commune",NA,NA
143,8,"AGO","Angola",6,"Cuanza Norte",39,"Bolongongo",143,"Kikiemba","Commune","Commune",NA,NA
144,8,"AGO","Angola",6,"Cuanza Norte",39,"Bolongongo",144,"Terreiro","Commune","Commune",NA,NA
145,8,"AGO","Angola",6,"Cuanza Norte",40,"Bula Atumba",145,"Bula-Atumba","Commune","Commune",NA,NA
146,8,"AGO","Angola",6,"Cuanza Norte",40,"Bula Atumba",146,"Kiaje","Commune","Commune",NA,NA
147,8,"AGO","Angola",6,"Cuanza Norte",41,"Cambambe",147,"Danje ia Menha","Commune","Commune",NA,NA
148,8,"AGO","Angola",6,"Cuanza Norte",41,"Cambambe",148,"Dondo","Commune","Commune",NA,NA
149,8,"AGO","Angola",6,"Cuanza Norte",41,"Cambambe",149,"S. Pedro da Kilemba","Commune","Commune",NA,NA
150,8,"AGO","Angola",6,"Cuanza Norte",41,"Cambambe",150,"Zenza do Itombe","Commune","Commune",NA,NA
151,8,"AGO","Angola",6,"Cuanza Norte",42,"Cazengo",151,"Kanhoca","Commune","Commune",NA,NA
152,8,"AGO","Angola",6,"Cuanza Norte",42,"Cazengo",152,"Ndalatando","Commune","Commune",NA,NA
153,8,"AGO","Angola",6,"Cuanza Norte",43,"Dembos",153,"Kibaxe","Commune","Commune",NA,NA
154,8,"AGO","Angola",6,"Cuanza Norte",43,"Dembos",154,"Paredes","Commune","Commune",NA,NA
155,8,"AGO","Angola",6,"Cuanza Norte",43,"Dembos",155,"Piri","Commune","Commune",NA,NA
156,8,"AGO","Angola",6,"Cuanza Norte",43,"Dembos",156,"S. Jose das Matas","Commune","Commune",NA,NA
157,8,"AGO","Angola",6,"Cuanza Norte",44,"Golungo Alto",157,"Cerca","Commune","Commune",NA,NA
158,8,"AGO","Angola",6,"Cuanza Norte",44,"Golungo Alto",158,"Golungo Alto","Commune","Commune",NA,NA
159,8,"AGO","Angola",6,"Cuanza Norte",44,"Golungo Alto",159,"Kanbomdo","Commune","Commune",NA,NA
160,8,"AGO","Angola",6,"Cuanza Norte",44,"Golungo Alto",160,"Kiluanje","Commune","Commune",NA,NA
161,8,"AGO","Angola",6,"Cuanza Norte",45,"Lucala",161,"Kiangombe","Commune","Commune",NA,NA
162,8,"AGO","Angola",6,"Cuanza Norte",45,"Lucala",162,"Lukala","Commune","Commune",NA,NA
163,8,"AGO","Angola",6,"Cuanza Norte",46,"Ngonguembo",163,"Camame","Commune","Commune",NA,NA
164,8,"AGO","Angola",6,"Cuanza Norte",46,"Ngonguembo",164,"Kilombo dos Dembos","Commune","Commune",NA,NA
165,8,"AGO","Angola",6,"Cuanza Norte",47,"Pango Aluquém",165,"Kazua","Commune","Commune",NA,NA
166,8,"AGO","Angola",6,"Cuanza Norte",47,"Pango Aluquém",166,"Pango-Aluquem","Commune","Commune",NA,NA
167,8,"AGO","Angola",6,"Cuanza Norte",48,"Quiculungo",167,"Kiculungo","Commune","Commune",NA,NA
168,8,"AGO","Angola",6,"Cuanza Norte",49,"Samba Cajú",168,"Samba Caju","Commune","Commune",NA,NA
169,8,"AGO","Angola",6,"Cuanza Norte",49,"Samba Cajú",169,"Samba Lukala","Commune","Commune",NA,NA
170,8,"AGO","Angola",7,"Cuanza Sul",50,"Amboim",170,"Assango","Commune","Commune",NA,NA
171,8,"AGO","Angola",7,"Cuanza Sul",50,"Amboim",171,"Gabela","Commune","Commune",NA,NA
172,8,"AGO","Angola",7,"Cuanza Sul",51,"Cassongue",172,"Atome","Commune","Commune",NA,NA
173,8,"AGO","Angola",7,"Cuanza Sul",51,"Cassongue",173,"Dumbi","Commune","Commune",NA,NA
174,8,"AGO","Angola",7,"Cuanza Sul",51,"Cassongue",174,"Kassongue","Commune","Commune",NA,NA
175,8,"AGO","Angola",7,"Cuanza Sul",51,"Cassongue",175,"Pambangala","Commune","Commune",NA,NA
176,8,"AGO","Angola",7,"Cuanza Sul",52,"Conda",176,"Konda","Commune","Commune",NA,NA
177,8,"AGO","Angola",7,"Cuanza Sul",52,"Conda",177,"Kunju","Commune","Commune",NA,NA
178,8,"AGO","Angola",7,"Cuanza Sul",53,"Ebo",178,"Conde","Commune","Commune",NA,NA
179,8,"AGO","Angola",7,"Cuanza Sul",53,"Ebo",179,"Ebo","Commune","Commune",NA,NA
180,8,"AGO","Angola",7,"Cuanza Sul",53,"Ebo",180,"Kassanje","Commune","Commune",NA,NA
181,8,"AGO","Angola",7,"Cuanza Sul",54,"Libolo",181,"Kabuta","Commune","Commune",NA,NA
182,8,"AGO","Angola",7,"Cuanza Sul",54,"Libolo",182,"Kalulo","Commune","Commune",NA,NA
183,8,"AGO","Angola",7,"Cuanza Sul",54,"Libolo",183,"Kissongo","Commune","Commune",NA,NA
184,8,"AGO","Angola",7,"Cuanza Sul",54,"Libolo",184,"Munenga","Commune","Commune",NA,NA
185,8,"AGO","Angola",7,"Cuanza Sul",55,"Mussende",185,"Kienha","Commune","Commune",NA,NA
186,8,"AGO","Angola",7,"Cuanza Sul",55,"Mussende",186,"Mussende","Commune","Commune",NA,NA
187,8,"AGO","Angola",7,"Cuanza Sul",55,"Mussende",187,"Sao Lucas","Commune","Commune",NA,NA
188,8,"AGO","Angola",7,"Cuanza Sul",56,"Porto Amboim",188,"Kapolo","Commune","Commune",NA,NA
189,8,"AGO","Angola",7,"Cuanza Sul",56,"Porto Amboim",189,"Porto Amboim","Commune","Commune",NA,NA
190,8,"AGO","Angola",7,"Cuanza Sul",57,"Quibala",190,"Kariango","Commune","Commune",NA,NA
191,8,"AGO","Angola",7,"Cuanza Sul",57,"Quibala",191,"Kibala","Commune","Commune",NA,NA
192,8,"AGO","Angola",7,"Cuanza Sul",57,"Quibala",192,"Lonhe","Commune","Commune",NA,NA
193,8,"AGO","Angola",7,"Cuanza Sul",57,"Quibala",193,"Ndala Kachimbo","Commune","Commune",NA,NA
194,8,"AGO","Angola",7,"Cuanza Sul",58,"Quilenda",194,"Kilenda","Commune","Commune",NA,NA
195,8,"AGO","Angola",7,"Cuanza Sul",58,"Quilenda",195,"Kirimbo","Commune","Commune",NA,NA
196,8,"AGO","Angola",7,"Cuanza Sul",59,"Seles",196,"Amboiva","Commune","Commune",NA,NA
197,8,"AGO","Angola",7,"Cuanza Sul",59,"Seles",197,"Botera","Commune","Commune",NA,NA
198,8,"AGO","Angola",7,"Cuanza Sul",59,"Seles",198,"Ucu-Seles","Commune","Commune",NA,NA
199,8,"AGO","Angola",7,"Cuanza Sul",60,"Sumbe",199,"Gangula","Commune","Commune",NA,NA
200,8,"AGO","Angola",7,"Cuanza Sul",60,"Sumbe",200,"Gungo","Commune","Commune",NA,NA
201,8,"AGO","Angola",7,"Cuanza Sul",60,"Sumbe",201,"Kikombo","Commune","Commune",NA,NA
202,8,"AGO","Angola",7,"Cuanza Sul",60,"Sumbe",202,"Sumbe","Commune","Commune",NA,NA
203,8,"AGO","Angola",7,"Cuanza Sul",61,"Waku Kungo",203,"Kissanga Kungo","Commune","Commune",NA,NA
204,8,"AGO","Angola",7,"Cuanza Sul",61,"Waku Kungo",204,"Sanga","Commune","Commune",NA,NA
205,8,"AGO","Angola",7,"Cuanza Sul",61,"Waku Kungo",205,"Waco Kungo","Commune","Commune",NA,NA
206,8,"AGO","Angola",8,"Cunene",62,"Cahama",206,"Kahama","Commune","Commune",NA,NA
207,8,"AGO","Angola",8,"Cunene",62,"Cahama",207,"Otchinjau","Commune","Commune",NA,NA
208,8,"AGO","Angola",8,"Cunene",63,"Cuanhama",208,"Evale","Commune","Commune",NA,NA
209,8,"AGO","Angola",8,"Cunene",63,"Cuanhama",209,"Kafima","Commune","Commune",NA,NA
210,8,"AGO","Angola",8,"Cunene",63,"Cuanhama",210,"Mongua","Commune","Commune",NA,NA
211,8,"AGO","Angola",8,"Cunene",63,"Cuanhama",211,"Onjiva","Commune","Commune",NA,NA
212,8,"AGO","Angola",8,"Cunene",63,"Cuanhama",212,"Oximolo","Commune","Commune",NA,NA
213,8,"AGO","Angola",8,"Cunene",64,"Curoca",213,"Chitado","Commune","Commune",NA,NA
214,8,"AGO","Angola",8,"Cunene",64,"Curoca",214,"Onkokwa","Commune","Commune",NA,NA
215,8,"AGO","Angola",8,"Cunene",65,"Cuvelai",215,"Kalonga","Commune","Commune",NA,NA
216,8,"AGO","Angola",8,"Cunene",65,"Cuvelai",216,"Kuvati","Commune","Commune",NA,NA
217,8,"AGO","Angola",8,"Cunene",65,"Cuvelai",217,"Kuvelai","Commune","Commune",NA,NA
218,8,"AGO","Angola",8,"Cunene",65,"Cuvelai",218,"Mupa","Commune","Commune",NA,NA
219,8,"AGO","Angola",8,"Cunene",66,"Namakunde",219,"Namakunde","Commune","Commune",NA,NA
220,8,"AGO","Angola",8,"Cunene",66,"Namakunde",220,"Shiede","Commune","Commune",NA,NA
221,8,"AGO","Angola",8,"Cunene",67,"Ombadja",221,"Humbe","Commune","Commune",NA,NA
222,8,"AGO","Angola",8,"Cunene",67,"Ombadja",222,"Mukope","Commune","Commune",NA,NA
223,8,"AGO","Angola",8,"Cunene",67,"Ombadja",223,"Naulila","Commune","Commune",NA,NA
224,8,"AGO","Angola",8,"Cunene",67,"Ombadja",224,"Ombala yo Mungu","Commune","Commune",NA,NA
225,8,"AGO","Angola",8,"Cunene",67,"Ombadja",225,"Xangongo","Commune","Commune",NA,NA
226,8,"AGO","Angola",9,"Huíla",68,"Caconda",226,"Gungue","Commune","Commune",NA,NA
227,8,"AGO","Angola",9,"Huíla",68,"Caconda",227,"Kakonda","Commune","Commune",NA,NA
228,8,"AGO","Angola",9,"Huíla",68,"Caconda",228,"Kusse","Commune","Commune",NA,NA
229,8,"AGO","Angola",9,"Huíla",68,"Caconda",229,"Uaba","Commune","Commune",NA,NA
230,8,"AGO","Angola",9,"Huíla",69,"Caluquembe",230,"Kalepi","Commune","Commune",NA,NA
231,8,"AGO","Angola",9,"Huíla",69,"Caluquembe",231,"Kalukembe","Commune","Commune",NA,NA
232,8,"AGO","Angola",9,"Huíla",69,"Caluquembe",232,"Ngola","Commune","Commune",NA,NA
233,8,"AGO","Angola",9,"Huíla",70,"Chibia",233,"Chibia","Commune","Commune",NA,NA
234,8,"AGO","Angola",9,"Huíla",70,"Chibia",234,"Jau","Commune","Commune",NA,NA
235,8,"AGO","Angola",9,"Huíla",70,"Chibia",235,"Kapunda Kavilongo","Commune","Commune",NA,NA
236,8,"AGO","Angola",9,"Huíla",70,"Chibia",236,"Kihita","Commune","Commune",NA,NA
237,8,"AGO","Angola",9,"Huíla",71,"Chicomba",237,"Chicomba","Commune","Commune",NA,NA
238,8,"AGO","Angola",9,"Huíla",71,"Chicomba",238,"Cutenda","Commune","Commune",NA,NA
239,8,"AGO","Angola",9,"Huíla",72,"Chipindo",239,"Bambi","Commune","Commune",NA,NA
240,8,"AGO","Angola",9,"Huíla",72,"Chipindo",240,"Chipindo","Commune","Commune",NA,NA
241,8,"AGO","Angola",9,"Huíla",73,"Gambos",241,"Chiange","Commune","Commune",NA,NA
242,8,"AGO","Angola",9,"Huíla",73,"Gambos",242,"Chimbemba","Commune","Commune",NA,NA
243,8,"AGO","Angola",9,"Huíla",74,"Humpata",243,"Humpata","Commune","Commune",NA,NA
244,8,"AGO","Angola",9,"Huíla",75,"Jamba",244,"Dongo","Commune","Commune",NA,NA
245,8,"AGO","Angola",9,"Huíla",75,"Jamba",245,"Jamba","Commune","Commune",NA,NA
246,8,"AGO","Angola",9,"Huíla",75,"Jamba",246,"Kassinga","Commune","Commune",NA,NA
247,8,"AGO","Angola",9,"Huíla",76,"Kuvango",247,"Galangue","Commune","Commune",NA,NA
248,8,"AGO","Angola",9,"Huíla",76,"Kuvango",248,"Kuvango","Commune","Commune",NA,NA
249,8,"AGO","Angola",9,"Huíla",76,"Kuvango",249,"Vikungo","Commune","Commune",NA,NA
250,8,"AGO","Angola",9,"Huíla",77,"Lubango",250,"Cacula","Commune","Commune",NA,NA
251,8,"AGO","Angola",9,"Huíla",77,"Lubango",251,"Hoque","Commune","Commune",NA,NA
252,8,"AGO","Angola",9,"Huíla",77,"Lubango",252,"Huila","Commune","Commune",NA,NA
253,8,"AGO","Angola",9,"Huíla",77,"Lubango",253,"Lubango","Commune","Commune",NA,NA
