ws_id,ws_name,ws_origin,ws_lat,ws_lon,WOREDANAME,Soil_typ_2,Soil_type,Soil_name,soil_id,soil_name
60a114538141a31200f3e589,Rema,NMA-EIAR,10.274825,38.92074,Mimo Weremo,Leptosol,Rendzic Leptosols,*ET00730061,6334a6d330243c12cc1fa8c6,Rendzic Leptosols
60a114538141a31200f3e58a,Meranga,NMA-EIAR,10.199504,39.08713,Mimo Weremo,Vertisol,Rendzic Leptosols,*ET00730060,6334a6d330243c12cc1fa8c6,Rendzic Leptosols
60a114538141a31200f3e58a,Meranga,NMA-EIAR,10.199504,39.08713,Mimo Weremo,Leptosol,Rendzic Leptosols,*ET00730061,6334a6d330243c12cc1fa8c6,Rendzic Leptosols
60a114538141a31200f3e5d4,Azemana Shifere Amba,NMA-EIAR,10.310208,38.97713,Mimo Weremo,Vertisol,Rendzic Leptosols,*ET00730060,6334a6d330243c12cc1fa8c6,Rendzic Leptosols
60a114538141a31200f3e5d4,Azemana Shifere Amba,NMA-EIAR,10.310208,38.97713,Mimo Weremo,Leptosol,Rendzic Leptosols,*ET00730061,6334a6d330243c12cc1fa8c6,Rendzic Leptosols
60a114538141a31200f3e5d5,Digombiya Gobabit,NMA-EIAR,10.340901,39.04252,Mimo Weremo,Vertisol,Rendzic Leptosols,*ET00730060,6334a6d330243c12cc1fa8c6,Rendzic Leptosols
60a114538141a31200f3e5d5,Digombiya Gobabit,NMA-EIAR,10.340901,39.04252,Mimo Weremo,Leptosol,Rendzic Leptosols,*ET00730061,6334a6d330243c12cc1fa8c6,Rendzic Leptosols
60a114538141a31200f3e5d6,Korkerena Sembelet,NMA-EIAR,10.280662,39.08929,Mimo Weremo,Vertisol,Rendzic Leptosols,*ET00730060,6334a6d330243c12cc1fa8c6,Rendzic Leptosols
60a114538141a31200f3e5d6,Korkerena Sembelet,NMA-EIAR,10.280662,39.08929,Mimo Weremo,Leptosol,Rendzic Leptosols,*ET00730061,6334a6d330243c12cc1fa8c6,Rendzic Leptosols
60a114538141a31200f3e5d7,Ketemana Dere,NMA-EIAR,10.30622,39.13215,Mimo Weremo,Vertisol,Rendzic Leptosols,*ET00730060,6334a6d330243c12cc1fa8c6,Rendzic Leptosols
60a114538141a31200f3e5d7,Ketemana Dere,NMA-EIAR,10.30622,39.13215,Mimo Weremo,Leptosol,Rendzic Leptosols,*ET00730061,6334a6d330243c12cc1fa8c6,Rendzic Leptosols
60a114538141a31200f3e5d9,Behara,NMA-EIAR,10.254425,39.19237,Mimo Weremo,Vertisol,Rendzic Leptosols,*ET00730060,6334a6d330243c12cc1fa8c6,Rendzic Leptosols
60a114538141a31200f3e5d9,Behara,NMA-EIAR,10.254425,39.19237,Mimo Weremo,Leptosol,Rendzic Leptosols,*ET00730061,6334a6d330243c12cc1fa8c6,Rendzic Leptosols
60a114538141a31200f3e5da,Sende Wegerar,NMA-EIAR,10.22801,39.11416,Mimo Weremo,Vertisol,Rendzic Leptosols,*ET00730060,6334a6d330243c12cc1fa8c6,Rendzic Leptosols
60a114538141a31200f3e5da,Sende Wegerar,NMA-EIAR,10.22801,39.11416,Mimo Weremo,Leptosol,Rendzic Leptosols,*ET00730061,6334a6d330243c12cc1fa8c6,Rendzic Leptosols
60a114538141a31200f3e5db,Sorch,NMA-EIAR,10.239077,39.08113,Mimo Weremo,Vertisol,Rendzic Leptosols,*ET00730060,6334a6d330243c12cc1fa8c6,Rendzic Leptosols
60a114538141a31200f3e5db,Sorch,NMA-EIAR,10.239077,39.08113,Mimo Weremo,Leptosol,Rendzic Leptosols,*ET00730061,6334a6d330243c12cc1fa8c6,Rendzic Leptosols
60a114538141a31200f3e5dc,Monaze,NMA-EIAR,10.266213,39.03503,Mimo Weremo,Vertisol,Rendzic Leptosols,*ET00730060,6334a6d330243c12cc1fa8c6,Rendzic Leptosols
60a114538141a31200f3e5dc,Monaze,NMA-EIAR,10.266213,39.03503,Mimo Weremo,Leptosol,Rendzic Leptosols,*ET00730061,6334a6d330243c12cc1fa8c6,Rendzic Leptosols
60a114538141a31200f3e5dd,Tebabitena Kure Bayemoda,NMA-EIAR,10.264948,38.96936,Mimo Weremo,Vertisol,Rendzic Leptosols,*ET00730060,6334a6d330243c12cc1fa8c6,Rendzic Leptosols
60a114538141a31200f3e5dd,Tebabitena Kure Bayemoda,NMA-EIAR,10.264948,38.96936,Mimo Weremo,Leptosol,Rendzic Leptosols,*ET00730061,6334a6d330243c12cc1fa8c6,Rendzic Leptosols
60a114538141a31200f3e5de,Webrena Afer Bayene,NMA-EIAR,10.228581,38.93051,Mimo Weremo,Vertisol,Rendzic Leptosols,*ET00730060,6334a6d330243c12cc1fa8c6,Rendzic Leptosols
60a114538141a31200f3e5de,Webrena Afer Bayene,NMA-EIAR,10.228581,38.93051,Mimo Weremo,Leptosol,Rendzic Leptosols,*ET00730061,6334a6d330243c12cc1fa8c6,Rendzic Leptosols
60a114538141a31200f3e5df,Kera Mejit,NMA-EIAR,10.205587,38.87894,Mimo Weremo,Vertisol,Rendzic Leptosols,*ET00730060,6334a6d330243c12cc1fa8c6,Rendzic Leptosols
60a114538141a31200f3e5df,Kera Mejit,NMA-EIAR,10.205587,38.87894,Mimo Weremo,Leptosol,Rendzic Leptosols,*ET00730061,6334a6d330243c12cc1fa8c6,Rendzic Leptosols
60a114538141a31200f3e5e0,Alabo Biraba,NMA-EIAR,10.152479,38.86389,Mimo Weremo,Vertisol,Rendzic Leptosols,*ET00730060,6334a6d330243c12cc1fa8c6,Rendzic Leptosols
60a114538141a31200f3e5e0,Alabo Biraba,NMA-EIAR,10.152479,38.86389,Mimo Weremo,Leptosol,Rendzic Leptosols,*ET00730061,6334a6d330243c12cc1fa8c6,Rendzic Leptosols
60a114538141a31200f3e5e1,Dengore Guream,NMA-EIAR,10.170328,38.95067,Mimo Weremo,Vertisol,Rendzic Leptosols,*ET00730060,6334a6d330243c12cc1fa8c6,Rendzic Leptosols
60a114538141a31200f3e5e1,Dengore Guream,NMA-EIAR,10.170328,38.95067,Mimo Weremo,Leptosol,Rendzic Leptosols,*ET00730061,6334a6d330243c12cc1fa8c6,Rendzic Leptosols
60a114538141a31200f3e5e2,Tegora,NMA-EIAR,10.18377,38.99676,Mimo Weremo,Vertisol,Rendzic Leptosols,*ET00730060,6334a6d330243c12cc1fa8c6,Rendzic Leptosols
60a114538141a31200f3e5e2,Tegora,NMA-EIAR,10.18377,38.99676,Mimo Weremo,Leptosol,Rendzic Leptosols,*ET00730061,6334a6d330243c12cc1fa8c6,Rendzic Leptosols
60a114538141a31200f3e5e3,Garda,NMA-EIAR,10.222409,39.02341,Mimo Weremo,Vertisol,Rendzic Leptosols,*ET00730060,6334a6d330243c12cc1fa8c6,Rendzic Leptosols
60a114538141a31200f3e5e3,Garda,NMA-EIAR,10.222409,39.02341,Mimo Weremo,Leptosol,Rendzic Leptosols,*ET00730061,6334a6d330243c12cc1fa8c6,Rendzic Leptosols
60a114538141a31200f3e5e4,Werke,NMA-EIAR,10.172102,39.046,Mimo Weremo,Vertisol,Rendzic Leptosols,*ET00730060,6334a6d330243c12cc1fa8c6,Rendzic Leptosols
60a114538141a31200f3e5e4,Werke,NMA-EIAR,10.172102,39.046,Mimo Weremo,Leptosol,Rendzic Leptosols,*ET00730061,6334a6d330243c12cc1fa8c6,Rendzic Leptosols
60a114538141a31200f3e5e5,Agemana Embibelo,NMA-EIAR,10.186011,39.10592,Mimo Weremo,Vertisol,Rendzic Leptosols,*ET00730060,6334a6d330243c12cc1fa8c6,Rendzic Leptosols
60a114538141a31200f3e5e5,Agemana Embibelo,NMA-EIAR,10.186011,39.10592,Mimo Weremo,Leptosol,Rendzic Leptosols,*ET00730061,6334a6d330243c12cc1fa8c6,Rendzic Leptosols
60a114538141a31200f3e5e6,Lekekabe,NMA-EIAR,10.203938,39.14721,Mimo Weremo,Vertisol,Rendzic Leptosols,*ET00730060,6334a6d330243c12cc1fa8c6,Rendzic Leptosols
60a114538141a31200f3e5e6,Lekekabe,NMA-EIAR,10.203938,39.14721,Mimo Weremo,Leptosol,Rendzic Leptosols,*ET00730061,6334a6d330243c12cc1fa8c6,Rendzic Leptosols
60a114538141a31200f3e5d3,Remana Dire,NMA-EIAR,10.303357,38.89386,Mimo Weremo,Vertisol,Rendzic Leptosols,*ET00730060,6334a6d330243c12cc1fa8c6,Rendzic Leptosols
60a114538141a31200f3e5d3,Remana Dire,NMA-EIAR,10.303357,38.89386,Mimo Weremo,Leptosol,Rendzic Leptosols,*ET00730061,6334a6d330243c12cc1fa8c6,Rendzic Leptosols
60a114538141a31200f3e5d8,Kelad Giyorgis,NMA-EIAR,10.275516,39.15275,Mimo Weremo,Vertisol,Rendzic Leptosols,*ET00730060,6334a6d330243c12cc1fa8c6,Rendzic Leptosols
60a114538141a31200f3e5d8,Kelad Giyorgis,NMA-EIAR,10.275516,39.15275,Mimo Weremo,Leptosol,Rendzic Leptosols,*ET00730061,6334a6d330243c12cc1fa8c6,Rendzic Leptosols
60a114538141a31200f3e58b,Alem Ketema Town,NMA-EIAR,10.057355,38.99751,Merahbete,Leptosol,Haplic Cambisols,*ET00710059,6390bd226db199337c7cf1f3,Haplic Cambisols
60a114538141a31200f3e58b,Alem Ketema Town,NMA-EIAR,10.057355,38.99751,Merahbete,Cambisol,Haplic Leptosols,*ET00700060,6334a6d330243c12cc1fa8ca,Haplic Leptosols
60a114538141a31200f3e58b,Alem Ketema Town,NMA-EIAR,10.057355,38.99751,Merahbete,Leptosol,Rendzic Leptosols,*ET00710060,6334a6d330243c12cc1fa8c6,Rendzic Leptosols
60a114538141a31200f3e58c,Fetira Town,NMA-EIAR,10.009591,38.88515,Merahbete,Leptosol,Haplic Cambisols,*ET00710059,6390bd226db199337c7cf1f3,Haplic Cambisols
60a114538141a31200f3e58c,Fetira Town,NMA-EIAR,10.009591,38.88515,Merahbete,Cambisol,Haplic Leptosols,*ET00700060,6334a6d330243c12cc1fa8ca,Haplic Leptosols
60a114538141a31200f3e58c,Fetira Town,NMA-EIAR,10.009591,38.88515,Merahbete,Leptosol,Rendzic Leptosols,*ET00710060,6334a6d330243c12cc1fa8c6,Rendzic Leptosols
60a114538141a31200f3e5e8,Goranda Mariyam Serka,NMA-EIAR,10.030472,38.74063,Merahbete,Leptosol,Haplic Cambisols,*ET00710059,6390bd226db199337c7cf1f3,Haplic Cambisols
60a114538141a31200f3e5e8,Goranda Mariyam Serka,NMA-EIAR,10.030472,38.74063,Merahbete,Cambisol,Haplic Leptosols,*ET00700060,6334a6d330243c12cc1fa8ca,Haplic Leptosols
60a114538141a31200f3e5e8,Goranda Mariyam Serka,NMA-EIAR,10.030472,38.74063,Merahbete,Leptosol,Rendzic Leptosols,*ET00710060,6334a6d330243c12cc1fa8c6,Rendzic Leptosols
60a114538141a31200f3e5e9,Kusaye Chefe,NMA-EIAR,10.059832,38.81856,Merahbete,Leptosol,Haplic Cambisols,*ET00710059,6390bd226db199337c7cf1f3,Haplic Cambisols
60a114538141a31200f3e5e9,Kusaye Chefe,NMA-EIAR,10.059832,38.81856,Merahbete,Cambisol,Haplic Leptosols,*ET00700060,6334a6d330243c12cc1fa8ca,Haplic Leptosols
60a114538141a31200f3e5e9,Kusaye Chefe,NMA-EIAR,10.059832,38.81856,Merahbete,Leptosol,Rendzic Leptosols,*ET00710060,6334a6d330243c12cc1fa8c6,Rendzic Leptosols
60a114538141a31200f3e5ec,Gideb Werego,NMA-EIAR,10.089514,38.91928,Merahbete,Leptosol,Haplic Cambisols,*ET00710059,6390bd226db199337c7cf1f3,Haplic Cambisols
60a114538141a31200f3e5ec,Gideb Werego,NMA-EIAR,10.089514,38.91928,Merahbete,Cambisol,Haplic Leptosols,*ET00700060,6334a6d330243c12cc1fa8ca,Haplic Leptosols
60a114538141a31200f3e5ec,Gideb Werego,NMA-EIAR,10.089514,38.91928,Merahbete,Leptosol,Rendzic Leptosols,*ET00710060,6334a6d330243c12cc1fa8c6,Rendzic Leptosols
60a114538141a31200f3e5ed,Agerit Kumamba,NMA-EIAR,10.11124,38.95964,Merahbete,Leptosol,Haplic Cambisols,*ET00710059,6390bd226db199337c7cf1f3,Haplic Cambisols
60a114538141a31200f3e5ed,Agerit Kumamba,NMA-EIAR,10.11124,38.95964,Merahbete,Cambisol,Haplic Leptosols,*ET00700060,6334a6d330243c12cc1fa8ca,Haplic Leptosols
60a114538141a31200f3e5ed,Agerit Kumamba,NMA-EIAR,10.11124,38.95964,Merahbete,Leptosol,Rendzic Leptosols,*ET00710060,6334a6d330243c12cc1fa8c6,Rendzic Leptosols
60a114538141a31200f3e5ee,Koso Terehana,NMA-EIAR,10.116773,39.00565,Merahbete,Leptosol,Haplic Cambisols,*ET00710059,6390bd226db199337c7cf1f3,Haplic Cambisols
60a114538141a31200f3e5ee,Koso Terehana,NMA-EIAR,10.116773,39.00565,Merahbete,Cambisol,Haplic Leptosols,*ET00700060,6334a6d330243c12cc1fa8ca,Haplic Leptosols
60a114538141a31200f3e5ee,Koso Terehana,NMA-EIAR,10.116773,39.00565,Merahbete,Leptosol,Rendzic Leptosols,*ET00710060,6334a6d330243c12cc1fa8c6,Rendzic Leptosols
60a114538141a31200f3e5ef,Sisi Amba,NMA-EIAR,10.123886,39.04825,Merahbete,Leptosol,Haplic Cambisols,*ET00710059,6390bd226db199337c7cf1f3,Haplic Cambisols
60a114538141a31200f3e5ef,Sisi Amba,NMA-EIAR,10.123886,39.04825,Merahbete,Cambisol,Haplic Leptosols,*ET00700060,6334a6d330243c12cc1fa8ca,Haplic Leptosols
60a114538141a31200f3e5ef,Sisi Amba,NMA-EIAR,10.123886,39.04825,Merahbete,Leptosol,Rendzic Leptosols,*ET00710060,6334a6d330243c12cc1fa8c6,Rendzic Leptosols
60a114538141a31200f3e5f0,Zeyita Magas,NMA-EIAR,10.0895,39.07217,Merahbete,Leptosol,Haplic Cambisols,*ET00710059,6390bd226db199337c7cf1f3,Haplic Cambisols
60a114538141a31200f3e5f0,Zeyita Magas,NMA-EIAR,10.0895,39.07217,Merahbete,Cambisol,Haplic Leptosols,*ET00700060,6334a6d330243c12cc1fa8ca,Haplic Leptosols
60a114538141a31200f3e5f0,Zeyita Magas,NMA-EIAR,10.0895,39.07217,Merahbete,Leptosol,Rendzic Leptosols,*ET00710060,6334a6d330243c12cc1fa8c6,Rendzic Leptosols
60a114538141a31200f3e5f1,Sergina,NMA-EIAR,10.10831,39.10066,Merahbete,Leptosol,Haplic Cambisols,*ET00710059,6390bd226db199337c7cf1f3,Haplic Cambisols
60a114538141a31200f3e5f1,Sergina,NMA-EIAR,10.10831,39.10066,Merahbete,Cambisol,Haplic Leptosols,*ET00700060,6334a6d330243c12cc1fa8ca,Haplic Leptosols
60a114538141a31200f3e5f1,Sergina,NMA-EIAR,10.10831,39.10066,Merahbete,Leptosol,Rendzic Leptosols,*ET00710060,6334a6d330243c12cc1fa8c6,Rendzic Leptosols
60a114538141a31200f3e5f2,Korargina,NMA-EIAR,10.095818,39.13137,Merahbete,Leptosol,Haplic Cambisols,*ET00710059,6390bd226db199337c7cf1f3,Haplic Cambisols
60a114538141a31200f3e5f2,Korargina,NMA-EIAR,10.095818,39.13137,Merahbete,Cambisol,Haplic Leptosols,*ET00700060,6334a6d330243c12cc1fa8ca,Haplic Leptosols
60a114538141a31200f3e5f2,Korargina,NMA-EIAR,10.095818,39.13137,Merahbete,Leptosol,Rendzic Leptosols,*ET00710060,6334a6d330243c12cc1fa8c6,Rendzic Leptosols
60a114538141a31200f3e5f3,Jema Nunuta,NMA-EIAR,10.139051,39.13331,Merahbete,Leptosol,Haplic Cambisols,*ET00710059,6390bd226db199337c7cf1f3,Haplic Cambisols
60a114538141a31200f3e5f3,Jema Nunuta,NMA-EIAR,10.139051,39.13331,Merahbete,Cambisol,Haplic Leptosols,*ET00700060,6334a6d330243c12cc1fa8ca,Haplic Leptosols
60a114538141a31200f3e5f3,Jema Nunuta,NMA-EIAR,10.139051,39.13331,Merahbete,Leptosol,Rendzic Leptosols,*ET00710060,6334a6d330243c12cc1fa8c6,Rendzic Leptosols
60a114538141a31200f3e5f4,Gew Morgazh,NMA-EIAR,10.133783,39.18829,Merahbete,Leptosol,Haplic Cambisols,*ET00710059,6390bd226db199337c7cf1f3,Haplic Cambisols
60a114538141a31200f3e5f4,Gew Morgazh,NMA-EIAR,10.133783,39.18829,Merahbete,Cambisol,Haplic Leptosols,*ET00700060,6334a6d330243c12cc1fa8ca,Haplic Leptosols
60a114538141a31200f3e5f4,Gew Morgazh,NMA-EIAR,10.133783,39.18829,Merahbete,Leptosol,Rendzic Leptosols,*ET00710060,6334a6d330243c12cc1fa8c6,Rendzic Leptosols
60a114538141a31200f3e5f5,Amobat,NMA-EIAR,10.126189,39.24017,Merahbete,Leptosol,Haplic Cambisols,*ET00710059,6390bd226db199337c7cf1f3,Haplic Cambisols
60a114538141a31200f3e5f5,Amobat,NMA-EIAR,10.126189,39.24017,Merahbete,Cambisol,Haplic Leptosols,*ET00700060,6334a6d330243c12cc1fa8ca,Haplic Leptosols
60a114538141a31200f3e5f5,Amobat,NMA-EIAR,10.126189,39.24017,Merahbete,Leptosol,Rendzic Leptosols,*ET00710060,6334a6d330243c12cc1fa8c6,Rendzic Leptosols
60a114538141a31200f3e5f6,Koratamo,NMA-EIAR,10.064848,39.14789,Merahbete,Leptosol,Haplic Cambisols,*ET00710059,6390bd226db199337c7cf1f3,Haplic Cambisols
60a114538141a31200f3e5f6,Koratamo,NMA-EIAR,10.064848,39.14789,Merahbete,Cambisol,Haplic Leptosols,*ET00700060,6334a6d330243c12cc1fa8ca,Haplic Leptosols
60a114538141a31200f3e5f6,Koratamo,NMA-EIAR,10.064848,39.14789,Merahbete,Leptosol,Rendzic Leptosols,*ET00710060,6334a6d330243c12cc1fa8c6,Rendzic Leptosols
60a114538141a31200f3e5f7,Giret,NMA-EIAR,10.031838,39.08492,Merahbete,Leptosol,Haplic Cambisols,*ET00710059,6390bd226db199337c7cf1f3,Haplic Cambisols
60a114538141a31200f3e5f7,Giret,NMA-EIAR,10.031838,39.08492,Merahbete,Cambisol,Haplic Leptosols,*ET00700060,6334a6d330243c12cc1fa8ca,Haplic Leptosols
60a114538141a31200f3e5f7,Giret,NMA-EIAR,10.031838,39.08492,Merahbete,Leptosol,Rendzic Leptosols,*ET00710060,6334a6d330243c12cc1fa8c6,Rendzic Leptosols
60a114538141a31200f3e5f8,Ofuna Sibawasha,NMA-EIAR,10.059863,39.02508,Merahbete,Leptosol,Haplic Cambisols,*ET00710059,6390bd226db199337c7cf1f3,Haplic Cambisols
60a114538141a31200f3e5f8,Ofuna Sibawasha,NMA-EIAR,10.059863,39.02508,Merahbete,Cambisol,Haplic Leptosols,*ET00700060,6334a6d330243c12cc1fa8ca,Haplic Leptosols
60a114538141a31200f3e5f8,Ofuna Sibawasha,NMA-EIAR,10.059863,39.02508,Merahbete,Leptosol,Rendzic Leptosols,*ET00710060,6334a6d330243c12cc1fa8c6,Rendzic Leptosols
60a114538141a31200f3e5f9,Lijagba Amden,NMA-EIAR,10.049154,38.96966,Merahbete,Leptosol,Haplic Cambisols,*ET00710059,6390bd226db199337c7cf1f3,Haplic Cambisols
60a114538141a31200f3e5f9,Lijagba Amden,NMA-EIAR,10.049154,38.96966,Merahbete,Cambisol,Haplic Leptosols,*ET00700060,6334a6d330243c12cc1fa8ca,Haplic Leptosols
60a114538141a31200f3e5f9,Lijagba Amden,NMA-EIAR,10.049154,38.96966,Merahbete,Leptosol,Rendzic Leptosols,*ET00710060,6334a6d330243c12cc1fa8c6,Rendzic Leptosols
60a114538141a31200f3e5fa,Geb Zemoy,NMA-EIAR,10.005324,38.97748,Merahbete,Leptosol,Haplic Cambisols,*ET00710059,6390bd226db199337c7cf1f3,Haplic Cambisols
60a114538141a31200f3e5fa,Geb Zemoy,NMA-EIAR,10.005324,38.97748,Merahbete,Cambisol,Haplic Leptosols,*ET00700060,6334a6d330243c12cc1fa8ca,Haplic Leptosols
60a114538141a31200f3e5fa,Geb Zemoy,NMA-EIAR,10.005324,38.97748,Merahbete,Leptosol,Rendzic Leptosols,*ET00710060,6334a6d330243c12cc1fa8c6,Rendzic Leptosols
60a114538141a31200f3e5fb,Delema Anshebegul,NMA-EIAR,10.000245,39.04095,Merahbete,Leptosol,Haplic Cambisols,*ET00710059,6390bd226db199337c7cf1f3,Haplic Cambisols
60a114538141a31200f3e5fb,Delema Anshebegul,NMA-EIAR,10.000245,39.04095,Merahbete,Cambisol,Haplic Leptosols,*ET00700060,6334a6d330243c12cc1fa8ca,Haplic Leptosols
60a114538141a31200f3e5fb,Delema Anshebegul,NMA-EIAR,10.000245,39.04095,Merahbete,Leptosol,Rendzic Leptosols,*ET00710060,6334a6d330243c12cc1fa8c6,Rendzic Leptosols
60a114538141a31200f3e5fc,Afezez  Berkato,NMA-EIAR,9.964661,39.00603,Merahbete,Leptosol,Haplic Cambisols,*ET00710059,6390bd226db199337c7cf1f3,Haplic Cambisols
60a114538141a31200f3e5fc,Afezez  Berkato,NMA-EIAR,9.964661,39.00603,Merahbete,Cambisol,Haplic Leptosols,*ET00700060,6334a6d330243c12cc1fa8ca,Haplic Leptosols
60a114538141a31200f3e5fc,Afezez  Berkato,NMA-EIAR,9.964661,39.00603,Merahbete,Leptosol,Rendzic Leptosols,*ET00710060,6334a6d330243c12cc1fa8c6,Rendzic Leptosols
60a114538141a31200f3e5fe,Yidemeko Merihezh,NMA-EIAR,9.968745,38.91779,Merahbete,Leptosol,Haplic Cambisols,*ET00710059,6390bd226db199337c7cf1f3,Haplic Cambisols
60a114538141a31200f3e5fe,Yidemeko Merihezh,NMA-EIAR,9.968745,38.91779,Merahbete,Cambisol,Haplic Leptosols,*ET00700060,6334a6d330243c12cc1fa8ca,Haplic Leptosols
60a114538141a31200f3e5fe,Yidemeko Merihezh,NMA-EIAR,9.968745,38.91779,Merahbete,Leptosol,Rendzic Leptosols,*ET00710060,6334a6d330243c12cc1fa8c6,Rendzic Leptosols
60a114538141a31200f3e5ea,Buye Gedejewa,NMA-EIAR,9.998707,38.82794,Merahbete,Leptosol,Haplic Cambisols,*ET00710059,6390bd226db199337c7cf1f3,Haplic Cambisols
60a114538141a31200f3e5ea,Buye Gedejewa,NMA-EIAR,9.998707,38.82794,Merahbete,Cambisol,Haplic Leptosols,*ET00700060,6334a6d330243c12cc1fa8ca,Haplic Leptosols
60a114538141a31200f3e5ea,Buye Gedejewa,NMA-EIAR,9.998707,38.82794,Merahbete,Leptosol,Rendzic Leptosols,*ET00710060,6334a6d330243c12cc1fa8c6,Rendzic Leptosols
60a114538141a31200f3e5eb,Werkamba Remesht,NMA-EIAR,10.062616,38.87558,Merahbete,Leptosol,Haplic Cambisols,*ET00710059,6390bd226db199337c7cf1f3,Haplic Cambisols
60a114538141a31200f3e5eb,Werkamba Remesht,NMA-EIAR,10.062616,38.87558,Merahbete,Cambisol,Haplic Leptosols,*ET00700060,6334a6d330243c12cc1fa8ca,Haplic Leptosols
60a114538141a31200f3e5eb,Werkamba Remesht,NMA-EIAR,10.062616,38.87558,Merahbete,Leptosol,Rendzic Leptosols,*ET00710060,6334a6d330243c12cc1fa8c6,Rendzic Leptosols
60a114538141a31200f3e5ff,Harogenda Sobage,NMA-EIAR,9.972428,38.87486,Merahbete,Leptosol,Haplic Cambisols,*ET00710059,6390bd226db199337c7cf1f3,Haplic Cambisols
60a114538141a31200f3e5ff,Harogenda Sobage,NMA-EIAR,9.972428,38.87486,Merahbete,Cambisol,Haplic Leptosols,*ET00700060,6334a6d330243c12cc1fa8ca,Haplic Leptosols
60a114538141a31200f3e5ff,Harogenda Sobage,NMA-EIAR,9.972428,38.87486,Merahbete,Leptosol,Rendzic Leptosols,*ET00710060,6334a6d330243c12cc1fa8c6,Rendzic Leptosols
60a114538141a31200f3e5fd,Geren,NMA-EIAR,9.93711,38.95753,Merahbete,Leptosol,Haplic Cambisols,*ET00710059,6390bd226db199337c7cf1f3,Haplic Cambisols
60a114538141a31200f3e5fd,Geren,NMA-EIAR,9.93711,38.95753,Merahbete,Cambisol,Haplic Leptosols,*ET00700060,6334a6d330243c12cc1fa8ca,Haplic Leptosols
60a114538141a31200f3e5fd,Geren,NMA-EIAR,9.93711,38.95753,Merahbete,Leptosol,Rendzic Leptosols,*ET00710060,6334a6d330243c12cc1fa8c6,Rendzic Leptosols
60a114538141a31200f3e58d,LEMI TOWN,NMA-EIAR,9.801555,38.91003,Ensaro,Vertisol,Haplic Vertisols,*ET00690060,6334a6d230243c12cc1fa8c3,Haplic Vertisols
60a114538141a31200f3e58d,LEMI TOWN,NMA-EIAR,9.801555,38.91003,Ensaro,Leptosol,Haplic Leptosols,*ET00690061,6334a6d330243c12cc1fa8ca,Haplic Leptosols
60a114538141a31200f3e600,YIDINOBERESA,NMA-EIAR,9.906375,38.83204,Ensaro,Vertisol,Haplic Vertisols,*ET00690060,6334a6d230243c12cc1fa8c3,Haplic Vertisols
60a114538141a31200f3e600,YIDINOBERESA,NMA-EIAR,9.906375,38.83204,Ensaro,Leptosol,Haplic Leptosols,*ET00690061,6334a6d330243c12cc1fa8ca,Haplic Leptosols
60a114538141a31200f3e602,GEZAWASHANA DALOTA,NMA-EIAR,9.875724,38.89338,Ensaro,Vertisol,Haplic Vertisols,*ET00690060,6334a6d230243c12cc1fa8c3,Haplic Vertisols
60a114538141a31200f3e602,GEZAWASHANA DALOTA,NMA-EIAR,9.875724,38.89338,Ensaro,Leptosol,Haplic Leptosols,*ET00690061,6334a6d330243c12cc1fa8ca,Haplic Leptosols
